instance_id,mechanism_label,supporting_conditions,contrasting_conditions,confidence,rationale,supporting_artifact_paths,capped_excerpts
matplotlib__matplotlib-27361,patch_shape_transfer,memory,raw;no_memory,medium,Consistent with prior-context patch-shape hints aligning with the successful patch location.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/memory,"prior_files_inspected: lib/mpl_toolkits/mplot3d/art3d.py|lib/matplotlib/collections.py|lib/mpl_toolkits/mplot3d/axes3d.py || prior_files_edited: lib/mpl_toolkits/mplot3d/art3d.py|test_comprehensive.py || error_failure_assertion_lines: It fails on the last line with the following traceback:|AttributeError Traceback (most recent call last)|AttributeError: 'Poly3DCollection' object has no attribute '_facecolors2d'|No matches found|print(f""AttributeError: {e}"")|SyntaxError: invalid syntax || grep_search_anchors: art3d.py|__pycache__|collections.py|from matplotlib.collections import PolyCollection; print(dir(PolyCollection))|\n|facecolor || patch_shape_hints: --> 636 return self._facecolors2d|..."
matplotlib__matplotlib-27361,procedural_order_transfer,memory,raw;no_memory,low,"Consistent with a prior search/read/edit procedure, but not enough to claim causality.",/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/memory,"prior_files_inspected: lib/mpl_toolkits/mplot3d/art3d.py|lib/matplotlib/collections.py|lib/mpl_toolkits/mplot3d/axes3d.py || prior_files_edited: lib/mpl_toolkits/mplot3d/art3d.py|test_comprehensive.py || error_failure_assertion_lines: It fails on the last line with the following traceback:|AttributeError Traceback (most recent call last)|AttributeError: 'Poly3DCollection' object has no attribute '_facecolors2d'|No matches found|print(f""AttributeError: {e}"")|SyntaxError: invalid syntax || grep_search_anchors: art3d.py|__pycache__|collections.py|from matplotlib.collections import PolyCollection; print(dir(PolyCollection))|\n|facecolor || patch_shape_hints: --> 636 return self._facecolors2d|..."
mwaskom__seaborn-3091,same_file_transfer,raw,no_memory,high,Consistent with prior context exposing the target gold file and the successful run modifying that file.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/mwaskom__seaborn-3091/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/mwaskom__seaborn-3091/raw,prior_files_inspected: code/seaborn/seaborn/_core/groupby.py|miniconda3/envs/seaborn-py39-latest/lib/python3.9/site-packages/numpy/lib/polynomial.py|miniconda3/envs/seaborn-py39-latest/lib/python3.9/site-packages/numpy/linalg/linalg.py|seaborn/_stats/regression.py|seaborn/_stats/aggregation.py|../test_issue.py|seaborn/_core/groupby.py|opt/anaconda3/lib/python3.8/site-packages/numpy/linalg/linalg.py|tests/_stats/test_regression.py|tests/test_regression.py || prior_files_edited: opt/anaconda3/lib/python3.8/site-packages/numpy/linalg/linalg.py|seaborn/_stats/regression.py || prior_test_commands: 5→import pytest|14→ @pytest.fixture|python3 -m pytest tests/_stats/test_regression.py -v|platform...
mwaskom__seaborn-3091,localization_hint,raw,no_memory,medium,Consistent with prior-context localization: the winning run reached a target gold file or directory.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/mwaskom__seaborn-3091/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/mwaskom__seaborn-3091/raw,prior_files_inspected: code/seaborn/seaborn/_core/groupby.py|miniconda3/envs/seaborn-py39-latest/lib/python3.9/site-packages/numpy/lib/polynomial.py|miniconda3/envs/seaborn-py39-latest/lib/python3.9/site-packages/numpy/linalg/linalg.py|seaborn/_stats/regression.py|seaborn/_stats/aggregation.py|../test_issue.py|seaborn/_core/groupby.py|opt/anaconda3/lib/python3.8/site-packages/numpy/linalg/linalg.py|tests/_stats/test_regression.py|tests/test_regression.py || prior_files_edited: opt/anaconda3/lib/python3.8/site-packages/numpy/linalg/linalg.py|seaborn/_stats/regression.py || prior_test_commands: 5→import pytest|14→ @pytest.fixture|python3 -m pytest tests/_stats/test_regression.py -v|platform... || first_gold_file_read_step=2
mwaskom__seaborn-3091,test_command_transfer,raw,no_memory,high,Consistent with reuse of a prior-context test or reproduction command.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/mwaskom__seaborn-3091/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/mwaskom__seaborn-3091/raw,prior_files_inspected: code/seaborn/seaborn/_core/groupby.py|miniconda3/envs/seaborn-py39-latest/lib/python3.9/site-packages/numpy/lib/polynomial.py|miniconda3/envs/seaborn-py39-latest/lib/python3.9/site-packages/numpy/linalg/linalg.py|seaborn/_stats/regression.py|seaborn/_stats/aggregation.py|../test_issue.py|seaborn/_core/groupby.py|opt/anaconda3/lib/python3.8/site-packages/numpy/linalg/linalg.py|tests/_stats/test_regression.py|tests/test_regression.py || prior_files_edited: opt/anaconda3/lib/python3.8/site-packages/numpy/linalg/linalg.py|seaborn/_stats/regression.py || prior_test_commands: 5→import pytest|14→ @pytest.fixture|python3 -m pytest tests/_stats/test_regression.py -v|platform... || run_tests=python3 -m pytest tests/_stats/test_regression.py -v 2>&1 | head -50|python3 -m pytest tests/_stats/test_regression.py -v 2>&1
mwaskom__seaborn-3091,failure_signature_transfer,raw,no_memory,medium,Consistent with the run observing a failure signature that overlaps prior or target issue evidence.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/mwaskom__seaborn-3091/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/mwaskom__seaborn-3091/raw,prior_files_inspected: code/seaborn/seaborn/_core/groupby.py|miniconda3/envs/seaborn-py39-latest/lib/python3.9/site-packages/numpy/lib/polynomial.py|miniconda3/envs/seaborn-py39-latest/lib/python3.9/site-packages/numpy/linalg/linalg.py|seaborn/_stats/regression.py|seaborn/_stats/aggregation.py|../test_issue.py|seaborn/_core/groupby.py|opt/anaconda3/lib/python3.8/site-packages/numpy/linalg/linalg.py|tests/_stats/test_regression.py|tests/test_regression.py || prior_files_edited: opt/anaconda3/lib/python3.8/site-packages/numpy/linalg/linalg.py|seaborn/_stats/regression.py || prior_test_commands: 5→import pytest|14→ @pytest.fixture|python3 -m pytest tests/_stats/test_regression.py -v|platform... || run_failures=except Exception as e: | print(f'ERROR: {type(e).__name__}: {e}') | ERROR: ValueError: On entry to DLASCL parameter number 4 had an illegal value|except Exception as e: | Error wit...
mwaskom__seaborn-3091,patch_shape_transfer,raw,no_memory,medium,Consistent with prior-context patch-shape hints aligning with the successful patch location.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/mwaskom__seaborn-3091/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/mwaskom__seaborn-3091/raw,prior_files_inspected: code/seaborn/seaborn/_core/groupby.py|miniconda3/envs/seaborn-py39-latest/lib/python3.9/site-packages/numpy/lib/polynomial.py|miniconda3/envs/seaborn-py39-latest/lib/python3.9/site-packages/numpy/linalg/linalg.py|seaborn/_stats/regression.py|seaborn/_stats/aggregation.py|../test_issue.py|seaborn/_core/groupby.py|opt/anaconda3/lib/python3.8/site-packages/numpy/linalg/linalg.py|tests/_stats/test_regression.py|tests/test_regression.py || prior_files_edited: opt/anaconda3/lib/python3.8/site-packages/numpy/linalg/linalg.py|seaborn/_stats/regression.py || prior_test_commands: 5→import pytest|14→ @pytest.fixture|python3 -m pytest tests/_stats/test_regression.py -v|platform...
mwaskom__seaborn-3091,same_file_transfer,adp,no_memory,high,Consistent with prior context exposing the target gold file and the successful run modifying that file.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/mwaskom__seaborn-3091/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/mwaskom__seaborn-3091/no_memory,"prior_files_inspected: seaborn/_stats/regression.py|seaborn/_stats/aggregation.py|../test_issue.py|seaborn/_core/groupby.py|opt/anaconda3/lib/python3.8/site-packages/numpy/linalg/linalg.py|../test_comprehensive.py|tests/_stats/test_regression.py|tests/test_regression.py|../test_edge_cases.py || prior_files_edited: seaborn/_stats/regression.py|test_comprehensive.py|test_edge_cases.py || prior_test_commands: 5→import pytest|14→ @pytest.fixture|python3 -m pytest tests/_stats/test_regression.py -v|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3 || error_failure_assertion_lines: <details><summary>Traceback</summary>|```python-traceback|LinAlgError Trac..."
mwaskom__seaborn-3091,localization_hint,adp,no_memory,medium,Consistent with prior-context localization: the winning run reached a target gold file or directory.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/mwaskom__seaborn-3091/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/mwaskom__seaborn-3091/no_memory,"prior_files_inspected: seaborn/_stats/regression.py|seaborn/_stats/aggregation.py|../test_issue.py|seaborn/_core/groupby.py|opt/anaconda3/lib/python3.8/site-packages/numpy/linalg/linalg.py|../test_comprehensive.py|tests/_stats/test_regression.py|tests/test_regression.py|../test_edge_cases.py || prior_files_edited: seaborn/_stats/regression.py|test_comprehensive.py|test_edge_cases.py || prior_test_commands: 5→import pytest|14→ @pytest.fixture|python3 -m pytest tests/_stats/test_regression.py -v|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3 || error_failure_assertion_lines: <details><summary>Traceback</summary>|```python-traceback|LinAlgError Trac... || first_gold_file_read_step=2"
mwaskom__seaborn-3091,test_command_transfer,adp,no_memory,high,Consistent with reuse of a prior-context test or reproduction command.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/mwaskom__seaborn-3091/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/mwaskom__seaborn-3091/no_memory,"prior_files_inspected: seaborn/_stats/regression.py|seaborn/_stats/aggregation.py|../test_issue.py|seaborn/_core/groupby.py|opt/anaconda3/lib/python3.8/site-packages/numpy/linalg/linalg.py|../test_comprehensive.py|tests/_stats/test_regression.py|tests/test_regression.py|../test_edge_cases.py || prior_files_edited: seaborn/_stats/regression.py|test_comprehensive.py|test_edge_cases.py || prior_test_commands: 5→import pytest|14→ @pytest.fixture|python3 -m pytest tests/_stats/test_regression.py -v|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3 || error_failure_assertion_lines: <details><summary>Traceback</summary>|```python-traceback|LinAlgError Trac... || run_tests=cd /testbed && python3 -m pytest tests/_stats/test_regression.py -v 2>&1|cd /testbed && python3 -m pytest tests/test_regression.py -v 2>&1|cd /testbed && python3 -m pytest tests/_stat..."
mwaskom__seaborn-3091,failure_signature_transfer,adp,no_memory,medium,Consistent with the run observing a failure signature that overlaps prior or target issue evidence.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/mwaskom__seaborn-3091/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/mwaskom__seaborn-3091/no_memory,"prior_files_inspected: seaborn/_stats/regression.py|seaborn/_stats/aggregation.py|../test_issue.py|seaborn/_core/groupby.py|opt/anaconda3/lib/python3.8/site-packages/numpy/linalg/linalg.py|../test_comprehensive.py|tests/_stats/test_regression.py|tests/test_regression.py|../test_edge_cases.py || prior_files_edited: seaborn/_stats/regression.py|test_comprehensive.py|test_edge_cases.py || prior_test_commands: 5→import pytest|14→ @pytest.fixture|python3 -m pytest tests/_stats/test_regression.py -v|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3 || error_failure_assertion_lines: <details><summary>Traceback</summary>|```python-traceback|LinAlgError Trac... || run_failures=Traceback (most recent call last): | AttributeError: 'Plotter' object has no attribute 'layers'|Traceback (most recent call last): | AttributeError: 'Plot' object has no attribute ..."
mwaskom__seaborn-3091,patch_shape_transfer,adp,no_memory,medium,Consistent with prior-context patch-shape hints aligning with the successful patch location.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/mwaskom__seaborn-3091/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/mwaskom__seaborn-3091/no_memory,"prior_files_inspected: seaborn/_stats/regression.py|seaborn/_stats/aggregation.py|../test_issue.py|seaborn/_core/groupby.py|opt/anaconda3/lib/python3.8/site-packages/numpy/linalg/linalg.py|../test_comprehensive.py|tests/_stats/test_regression.py|tests/test_regression.py|../test_edge_cases.py || prior_files_edited: seaborn/_stats/regression.py|test_comprehensive.py|test_edge_cases.py || prior_test_commands: 5→import pytest|14→ @pytest.fixture|python3 -m pytest tests/_stats/test_regression.py -v|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3 || error_failure_assertion_lines: <details><summary>Traceback</summary>|```python-traceback|LinAlgError Trac..."
mwaskom__seaborn-3091,procedural_order_transfer,adp,no_memory,low,"Consistent with a prior search/read/edit procedure, but not enough to claim causality.",/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/mwaskom__seaborn-3091/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/mwaskom__seaborn-3091/no_memory,"prior_files_inspected: seaborn/_stats/regression.py|seaborn/_stats/aggregation.py|../test_issue.py|seaborn/_core/groupby.py|opt/anaconda3/lib/python3.8/site-packages/numpy/linalg/linalg.py|../test_comprehensive.py|tests/_stats/test_regression.py|tests/test_regression.py|../test_edge_cases.py || prior_files_edited: seaborn/_stats/regression.py|test_comprehensive.py|test_edge_cases.py || prior_test_commands: 5→import pytest|14→ @pytest.fixture|python3 -m pytest tests/_stats/test_regression.py -v|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3 || error_failure_assertion_lines: <details><summary>Traceback</summary>|```python-traceback|LinAlgError Trac..."
mwaskom__seaborn-3091,same_file_transfer,memory,no_memory,high,Consistent with prior context exposing the target gold file and the successful run modifying that file.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/mwaskom__seaborn-3091/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/mwaskom__seaborn-3091/memory,"prior_files_inspected: code/seaborn/seaborn/_core/groupby.py|miniconda3/envs/seaborn-py39-latest/lib/python3.9/site-packages/numpy/lib/polynomial.py|miniconda3/envs/seaborn-py39-latest/lib/python3.9/site-packages/numpy/linalg/linalg.py|seaborn/_stats/regression.py|seaborn/_stats/aggregation.py|tests/_stats/test_regression.py|tests/test_regression.py || prior_files_edited: seaborn/_stats/regression.py|test_comprehensive.py|test_edge_cases.py || prior_test_commands: 5→import pytest|14→ @pytest.fixture|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3 || error_failure_assertion_lines: <details><summary>Traceback</summary>|```python-traceback|LinAlgErro..."
